prop_name,monthly_rent,location,property_type,rooms,parking,bathroom,size(sq.ft.),furnished,region,near_KTM-LRT,minimart availability,security availability
PV 9 RESIDENSI,2300,Setapak,Condominium,3,2,2,1000,1,Kuala Lumpur,0,0,1
Arte Plus Jalan Ampang,1550,Ampang,Service Residence,1,1,1,679,2,Kuala Lumpur,0,1,1
Setia SKY Residences,3600,KLCC,Condominium,3,2,3,1259,2,Kuala Lumpur,1,1,1
Desa Green,1700,Taman Desa,Service Residence,3,1,2,935,1,Kuala Lumpur,0,1,1
The Centrina,1500,Sungai Besi,Service Residence,2,2,2,872,1,Kuala Lumpur,0,1,1
Central Residence @ Sg Besi,1500,Sungai Besi,Apartment,2,2,2,872,1,Kuala Lumpur,0,1,1
The Leafz,2900,Sungai Besi,Service Residence,2,2,2,1317,2,Kuala Lumpur,0,1,1
Desa Green,2000,Taman Desa,Service Residence,3,1,2,935,2,Kuala Lumpur,0,1,1
Impiana Sky Residensi,1300,Bukit Jalil,Apartment,3,1,2,850,1,Kuala Lumpur,0,0,1
Prisma Cheras,1250,Cheras,Condominium,4,1,2,1238,1,Kuala Lumpur,0,1,1
The Scott Soho,1300,Old Klang Road,Service Residence,1,1,2,775,1,Kuala Lumpur,0,1,1
Desa Green Serviced Apartment,1400,Taman Desa,Service Residence,3,1,2,715,1,Kuala Lumpur,0,1,1
Desa Green,1700,Taman Desa,Service Residence,3,1,2,935,1,Kuala Lumpur,0,1,1
Residensi Rampai,1850,Setapak,Condominium,3,2,2,850,2,Kuala Lumpur,1,0,1
Enesta,1550,Kepong,Service Residence,3,1,2,916,1,Kuala Lumpur,1,1,1
Majestic Maxim,1400,Cheras,Service Residence,2,1,2,670,1,Kuala Lumpur,1,0,1
Majestic Maxim,1600,Cheras,Service Residence,3,1,2,819,1,Kuala Lumpur,1,0,1
Sofiya Residences,2300,Desa ParkCity,Condominium,3,1,2,1000,2,Kuala Lumpur,0,0,1
Aman Dua,1000,Kepong,Apartment,2,1,2,850,1,Kuala Lumpur,0,1,1
Aman Dua,900,Kepong,Apartment,3,1,2,850,1,Kuala Lumpur,0,1,1
Queensville,1300,Cheras,Condominium,1,2,1,526,1,Kuala Lumpur,1,0,1
Sentul Point Suite Apartment,1900,Sentul,Apartment,2,1,2,743,2,Kuala Lumpur,0,1,1
Kenwingston Platz,2500,Setapak,Service Residence,3,2,2,808,2,Kuala Lumpur,0,1,1
Sentul Utama Condominium,1400,Sentul,Condominium,3,1,2,877,1,Kuala Lumpur,0,0,1
Villa Wangsamas,1600,Wangsa Maju,Condominium,3,2,3,1267,1,Kuala Lumpur,1,1,1
Jalil Damai,1450,Bukit Jalil,Condominium,3,1,2,1040,1,Kuala Lumpur,1,1,1
Majestic Maxim,1400,Cheras,Service Residence,2,1,2,650,1,Kuala Lumpur,1,0,1
The Hipster @ Taman Desa,1600,Taman Desa,Service Residence,3,2,2,1075,1,Kuala Lumpur,0,1,1
Platinum OUG Residence,1500,Kuchai Lama,Condominium,3,1,2,1200,2,Kuala Lumpur,1,0,1
Parc 3,2700,Cheras,Service Residence,2,1,2,736,2,Kuala Lumpur,1,0,1
UNA Serviced Apartment @ Peel,2800,Cheras,Service Residence,2,1,1,807,2,Kuala Lumpur,1,0,0
EkoCheras Service Apartment,2350,Cheras,Service Residence,2,1,2,1168,1,Kuala Lumpur,1,1,1
8 Kinrara,2700,Puchong,Service Residence,3,2,2,1096,2,Kuala Lumpur,1,1,1
The Vyne,1500,Sungai Besi,Condominium,2,1,2,855,1,Kuala Lumpur,0,1,1
V Residence Suites,2800,Cheras,Service Residence,1,1,1,650,2,Kuala Lumpur,1,0,1
"SkyAwani 3 Residence, Setapak",1100,Setapak,Condominium,3,1,2,800,1,Kuala Lumpur,1,1,1
The Holmes 2,1800,Cheras,Condominium,3,2,2,1106,1,Kuala Lumpur,1,0,1
The Holmes,1600,Cheras,Condominium,3,2,2,1018,1,Kuala Lumpur,1,0,1
Bintang Goldhill,2650,KLCC,Service Residence,2,1,2,1047,2,Kuala Lumpur,1,0,1
Parc 3,2600,Cheras,Service Residence,2,1,2,736,2,Kuala Lumpur,1,1,1
Tivoli Villas,1700,Bangsar,Condominium,1,1,1,678,1,Kuala Lumpur,0,1,1
Pantai Hillpark 2,1700,Bangsar South,Condominium,3,1,2,1103,2,Kuala Lumpur,1,1,1
Desa Pandan Baiduri Block G Apartment,1500,KLCC,Apartment,3,1,2,950,1,Kuala Lumpur,0,0,1
Bayu Tasik 2,1200,Cheras,Condominium,3,1,2,920,2,Kuala Lumpur,1,1,1
Unio Residence,1800,Kepong,Service Residence,2,2,2,866,1,Kuala Lumpur,1,1,1
Cendana Apartment,950,Cheras,Apartment,3,1,2,650,1,Kuala Lumpur,1,1,1
Bennington Residences @ SkyArena,1000,Setapak,Condominium,1,2,1,301,0,Kuala Lumpur,0,1,1
OUG Parklane,1400,OUG,Service Residence,3,1,2,950,1,Kuala Lumpur,0,1,1
Suria Kipark Damansara,1000,Kepong,Apartment,3,1,2,958,0,Kuala Lumpur,1,1,1
OUG Parklane,1250,OUG,Service Residence,3,1,2,900,1,Kuala Lumpur,0,1,1
OUG Parklane,1250,OUG,Service Residence,3,1,2,950,1,Kuala Lumpur,0,1,1
Platinum Splendor Residensi Semarak,2899,Keramat,Condominium,4,2,2,1065,2,Kuala Lumpur,1,1,1
Saville,1650,Taman Melawati,Service Residence,3,1,2,980,1,Kuala Lumpur,0,1,1
The Haute,2100,Keramat,Condominium,3,2,2,1050,2,Kuala Lumpur,1,0,1
Residensi Desa Sentralmas (Taman Desa),1350,Taman Desa,Condominium,3,1,2,850,1,Kuala Lumpur,0,1,1
Platinum Splendor Residensi Semarak,1799,Keramat,Condominium,3,2,2,1065,1,Kuala Lumpur,1,1,1
Platinum Splendor Residensi Semarak,1900,Keramat,Condominium,4,2,2,1065,1,Kuala Lumpur,1,1,1
Platinum Splendor Residensi Semarak,1500,Keramat,Condominium,4,2,2,1065,0,Kuala Lumpur,1,1,1
Residensi Rampai,1750,Setapak,Condominium,3,1,2,850,1,Kuala Lumpur,0,1,1
Maxim Residences,1400,Cheras,Service Residence,3,2,2,1050,1,Kuala Lumpur,1,0,1
Arte Plus Jalan Ampang,1550,Ampang,Condominium,1,1,1,679,2,Kuala Lumpur,1,0,1
PV9 Residences @ Taman Melati,2800,Setapak,Service Residence,3,2,2,1000,1,Kuala Lumpur,1,1,1
Majestic Maxim,1600,Cheras,Condominium,2,1,2,650,0,Kuala Lumpur,1,1,1
PV2 Condo,200,Setapak,Condominium,1,1,1,150,0,Kuala Lumpur,1,0,1
Jinjang Utara,750,Kepong,Other,3,2,2,720,0,Kuala Lumpur,0,1,0
Melur Apartment (Sentul),1750,Sentul,Apartment,3,1,2,1065,2,Kuala Lumpur,1,1,1
The Era,2800,Segambut,Service Residence,3,2,2,1033,2,Kuala Lumpur,1,1,1
M Centura,2480,Sentul,Service Residence,3,2,2,850,2,Kuala Lumpur,1,0,1
Sky Awani Residensi,1730,Sentul,Condominium,3,1,2,800,2,Kuala Lumpur,1,1,1
Majestic Maxim,1400,Cheras,Service Residence,3,1,2,819,1,Kuala Lumpur,1,0,1
The Hipster @ Taman Desa,1488,Taman Desa,Condominium,3,2,2,958,1,Kuala Lumpur,1,1,1
Bukit Cheras Apartment (Block 1 & 3),650,Cheras,Apartment,3,1,1,650,0,Kuala Lumpur,1,0,0
PV9 Residences @ Taman Melati,550,Setapak,Condominium,4,1,2,850,2,Kuala Lumpur,1,1,1
Tiara ampang,2000,Ampang,Condominium,3,1,2,1118,2,Kuala Lumpur,0,1,1
Platinum Splendor Residensi Semarak,1700,Keramat,Condominium,3,2,2,926,2,Kuala Lumpur,1,1,1
Majestic Maxim,1400,Cheras,Service Residence,2,1,2,670,1,Kuala Lumpur,1,0,1
Majestic Maxim,1000,Cheras,Service Residence,3,1,2,819,1,Kuala Lumpur,1,1,1
Titiwangsa Sentral,2200,Titiwangsa,Condominium,3,1,2,1100,2,Kuala Lumpur,1,1,1
Putra Majestik,1200,Jalan Ipoh,Condominium,3,1,2,1027,0,Kuala Lumpur,1,1,1
Wangsa Heights,1300,Ampang,Condominium,2,1,2,800,2,Kuala Lumpur,1,0,1
One Residences,2200,Sungai Besi,Service Residence,2,1,2,888,2,Kuala Lumpur,1,1,1
The Henge Kepong,1750,Kepong,Condominium,4,2,2,1300,1,Kuala Lumpur,1,1,0
PV9 Residences @ Taman Melati,1600,Setapak,Condominium,3,1,2,850,2,Kuala Lumpur,1,1,1
Pangsapuri Cemara (Cheras),1200,Cheras,Apartment,3,1,2,720,1,Kuala Lumpur,1,1,1
The Elements,1600,Ampang,Service Residence,1,1,1,640,2,Kuala Lumpur,1,0,1
The Elements,2100,Ampang,Service Residence,2,1,2,1000,2,Kuala Lumpur,0,0,1
The Elements,2200,Ampang,Service Residence,2,2,2,950,2,Kuala Lumpur,1,0,1
Reizz Residence,1900,Ampang Hilir,Service Residence,2,1,1,697,2,Kuala Lumpur,0,0,1
Pangsapuri Mawar (Sentul),1300,Sentul,Condominium,3,1,2,1200,0,Kuala Lumpur,1,1,1
Taman Connaught,880,Cheras,Apartment,2,1,1,650,2,Kuala Lumpur,1,0,1
PV9 Residences @ Taman Melati,1400,Setapak,Condominium,3,1,2,850,2,Kuala Lumpur,1,1,1
Vista Angkasa,1800,Bangsar South,Apartment,3,1,2,940,1,Kuala Lumpur,1,1,1
Ativo Suites @ Damansara Avenue,2300,Sri Damansara,Service Residence,1,1,1,751,2,Kuala Lumpur,0,1,1
PPA1M Bukit Jalil,1650,Bukit Jalil,Apartment,4,1,2,1450,2,Kuala Lumpur,1,1,1
Wangsa Heights,1250,Ampang,Condominium,2,1,2,800,2,Kuala Lumpur,0,1,1
Majestic Maxim,1300,Cheras,Service Residence,2,1,2,650,1,Kuala Lumpur,1,0,1
The Hamstead,1400,Cheras,Condominium,3,2,2,1003,1,Kuala Lumpur,1,1,1
The Hermington,1688,Kuchai Lama,Condominium,3,2,2,1100,1,Kuala Lumpur,1,1,1
The Havre @ Bukit Jalil,2200,Bukit Jalil,Condominium,3,2,3,1100,2,Kuala Lumpur,1,1,1
Aman Dua,1000,Kepong,Apartment,3,1,1,850,1,Kuala Lumpur,0,1,1
The Hamstead,2099,Cheras,Condominium,3,2,2,1003,2,Kuala Lumpur,1,1,1
Aster Green Residence,1688,Sri Petaling,Service Residence,2,1,2,800,1,Kuala Lumpur,1,1,1
Platinum OUG Residence,1800,Kuchai Lama,Condominium,3,1,2,1200,2,Kuala Lumpur,1,1,1
Pinnacle PJ,2200,Sri Petaling,Service Residence,3,1,2,900,2,Kuala Lumpur,1,1,1
The Sky Residence @ Shamelin,1600,Cheras,Service Residence,2,1,2,668,1,Kuala Lumpur,1,1,1
Kenari Apartment (Taman Melati),1680,Setapak,Apartment,3,1,2,900,2,Kuala Lumpur,1,0,1
Casa Mutiara,1800,Bukit Bintang,Service Residence,1,1,1,475,2,Kuala Lumpur,1,0,1
rumah kampung,800,Others,Other,2,1,1,800,0,Kuala Lumpur,0,0,0
Impiana Sky Residensi,1300,Bukit Jalil,Apartment,3,1,2,850,1,Kuala Lumpur,1,0,1
Kenari Apartment (Taman Melati),1680,Setapak,Apartment,3,1,2,900,2,Kuala Lumpur,1,0,1
Casa Magna,1200,Kepong,Apartment,3,1,2,955,1,Kuala Lumpur,1,1,1
Lido Residency,1800,Cheras,Condominium,2,1,2,900,1,Kuala Lumpur,0,0,1
Casa Kiara 1,2500,Mont Kiara,Condominium,3,2,4,1400,2,Kuala Lumpur,0,1,1
Kiaramas Cendana,3300,Mont Kiara,Condominium,3,2,3,1650,2,Kuala Lumpur,0,1,1
Residensi Alam Damai (PR1MA @ Alam Damai),1250,Cheras,Apartment,3,1,2,935,0,Kuala Lumpur,1,1,1
Platinum Splendor Residensi Semarak,1500,Keramat,Condominium,4,2,2,1065,0,Kuala Lumpur,1,1,1
Seasons Garden Residences @ Wangsa Maju,1000,Wangsa Maju,Apartment,4,2,2,850,1,Kuala Lumpur,1,1,1
Le Chateau,1500,Seputeh,Apartment,2,1,2,970,1,Kuala Lumpur,0,0,1
The Henge Kepong,2200,Kepong,Condominium,3,2,2,1100,2,Kuala Lumpur,1,1,1
Winner Court B,1300,Desa Petaling,Condominium,3,1,2,950,1,Kuala Lumpur,0,1,1
Idaman Putera,1500,Setapak,Condominium,3,1,2,1336,1,Kuala Lumpur,0,0,1
Emerald Hills,2300,Cheras,Condominium,3,2,2,893,2,Kuala Lumpur,1,0,1
Vista Tasik,2300,Cheras,Condominium,3,1,2,1200,1,Kuala Lumpur,1,0,1
6 CapSquare,3200,Ampang,Condominium,2,1,3,1432,2,Kuala Lumpur,1,0,1
Prima Setapak,1500,Setapak,Condominium,3,1,2,1231,1,Kuala Lumpur,0,0,1
Verve Suites @ KL South,2200,Old Klang Road,Condominium,2,1,2,704,2,Kuala Lumpur,0,0,1
Platinum OUG Residence,1800,Kuchai Lama,Condominium,3,1,2,1200,2,Kuala Lumpur,1,1,1
Permai Ria (Jalan Ipoh),1500,Jalan Ipoh,Condominium,3,1,1,970,2,Kuala Lumpur,1,1,1
Service Suites @ Pavilion Embassy,4600,Keramat,Service Residence,3,2,2,1211,2,Kuala Lumpur,1,1,1
Service Suites @ Pavilion Embassy,4000,Keramat,Service Residence,2,2,2,1098,2,Kuala Lumpur,1,1,1
Service Suites @ Pavilion Embassy,3600,Keramat,Service Residence,2,1,2,775,2,Kuala Lumpur,1,1,1
The Tamarind,1800,Sentul,Condominium,2,1,2,900,2,Kuala Lumpur,1,1,1
Seasons Garden Residences @ Wangsa Maju,2000,Wangsa Maju,Apartment,3,2,2,770,2,Kuala Lumpur,0,1,1
Setia SKY Residences,3600,KLCC,Condominium,3,2,2,1259,2,Kuala Lumpur,1,1,1
Platinum Lake PV 15,2000,Setapak,Condominium,4,1,2,1313,1,Kuala Lumpur,0,1,1
The Westside One,3400,Kepong,Condominium,3,2,3,1380,1,Kuala Lumpur,1,1,1
Cliveden,1600,Sri Hartamas,Service Residence,1,1,1,780,1,Kuala Lumpur,0,0,1
Rampai Court,1000,Wangsa Maju,Apartment,2,1,1,600,0,Kuala Lumpur,0,0,1
The Tamarind,2100,Sentul,Condominium,3,1,3,1089,2,Kuala Lumpur,1,1,1
Wangsa Heights,1300,Ampang,Condominium,2,1,2,800,2,Kuala Lumpur,0,1,1
Residensi KepongMas,1100,Kepong,Apartment,3,1,2,800,1,Kuala Lumpur,1,1,1
Jalilmas,1100,Bukit Jalil,Apartment,3,1,2,800,1,Kuala Lumpur,1,0,1
28 Dutamas,2500,Solaris Dutamas,Condominium,4,2,2,1500,1,Kuala Lumpur,0,1,1
Menara Alpha,1400,Wangsa Maju,Apartment,3,1,2,1140,0,Kuala Lumpur,1,1,1
Nuri Court,1500,Pandan Indah,Apartment,3,1,2,1000,2,Kuala Lumpur,1,1,1
Platinum Lake PV 21,1500,Setapak,Service Residence,3,1,2,1040,1,Kuala Lumpur,1,0,1
The Holmes,1800,Cheras,Condominium,3,2,2,1018,2,Kuala Lumpur,1,0,1
Maxim Residences,1400,Cheras,Service Residence,3,2,2,1050,1,Kuala Lumpur,1,0,1
Kepong Sentral Condominium,1200,Kepong,Condominium,3,1,2,962,0,Kuala Lumpur,1,1,1
"J.Dupion, Cheras",2200,Cheras,Condominium,2,1,2,814,2,Kuala Lumpur,1,0,1
Lido Residency,1500,Cheras,Condominium,2,1,2,963,1,Kuala Lumpur,1,0,1
Platinum Lake PV10,1800,Setapak,Condominium,3,1,2,1200,2,Kuala Lumpur,0,1,1
Bandar Tasik Selatan (Low Cost),1150,Cheras,Apartment,3,1,2,854,1,Kuala Lumpur,1,0,1
Maxim Citilights,1400,Sentul,Service Residence,3,1,2,1009,0,Kuala Lumpur,0,1,1
PPA1M Metropolitan Kepong,1500,Kepong,Condominium,5,1,2,1500,1,Kuala Lumpur,0,0,1
Casa Green (Bukit Jalil),1700,Bukit Jalil,Condominium,3,1,3,1003,1,Kuala Lumpur,0,1,1
Kepong Sentral Condominium,1200,Kepong,Condominium,3,1,2,962,0,Kuala Lumpur,1,1,1
Midah Ria,1350,Cheras,Condominium,3,1,2,967,1,Kuala Lumpur,1,1,1
M Centura,2200,Sentul,Service Residence,4,2,2,1001,2,Kuala Lumpur,0,0,1
Suria Jelatek Residence,1800,Ampang Hilir,Condominium,3,1,2,908,1,Kuala Lumpur,0,1,1
Residensi Jalilmas,1200,Bukit Jalil,Apartment,3,1,2,850,1,Kuala Lumpur,1,1,1
Majestic Maxim,1700,Cheras,Service Residence,2,1,2,650,2,Kuala Lumpur,1,0,1
OUG Parklane,1300,OUG,Service Residence,3,1,2,950,1,Kuala Lumpur,0,1,1
Gembira Residen (G Residence),2000,Kuchai Lama,Condominium,3,2,2,1168,2,Kuala Lumpur,0,1,1
PPA1M Bukit Jalil,1800,Bukit Jalil,Apartment,4,1,2,1434,2,Kuala Lumpur,1,0,0
Kenari Apartment (Taman Melati),1650,Setapak,Apartment,3,1,2,900,2,Kuala Lumpur,1,0,0
Impiana Sky Residensi,1200,Bukit Jalil,Apartment,3,1,2,850,1,Kuala Lumpur,1,0,1
Zen Suites @ Zetapark,1500,Setapak,Service Residence,1,1,1,677,2,Kuala Lumpur,0,0,1
The Hermington,1700,Kuchai Lama,Condominium,3,2,2,1075,1,Kuala Lumpur,0,0,1
Desa Villas,2500,Wangsa Maju,Condominium,4,1,2,1784,2,Kuala Lumpur,0,0,1
Warisan City View,1800,Cheras,Condominium,3,1,2,920,1,Kuala Lumpur,1,1,1
THE FENNEL AT SENTUL EAST,2500,Sentul,Condominium,3,2,3,1237,2,Kuala Lumpur,1,0,1
Sentosa Court,1350,Old Klang Road,Apartment,3,1,2,1008,1,Kuala Lumpur,0,0,1
The Holmes 2,1700,Cheras,Condominium,3,2,2,950,1,Kuala Lumpur,0,0,1
Winner Court A,1000,Desa Petaling,Condominium,3,1,2,765,1,Kuala Lumpur,0,0,1
Maxim Residences,1850,Cheras,Service Residence,3,2,2,1050,2,Kuala Lumpur,0,0,1
Residensi KepongMas,1200,Kepong,Apartment,3,1,2,800,1,Kuala Lumpur,1,0,1
Prisma Cheras,1000,Cheras,Condominium,1,1,1,717,1,Kuala Lumpur,1,1,1
PV9 Residences @ Taman Melati,2200,Setapak,Service Residence,4,2,2,1100,1,Kuala Lumpur,1,1,1
Platinum Teratai Residence,1600,Setapak,Apartment,3,2,2,928,1,Kuala Lumpur,1,1,1
Majestic Maxim,1500,Cheras,Service Residence,3,1,3,820,1,Kuala Lumpur,1,0,1
Nusa Mewah Villa Condominium,1500,Cheras,Condominium,3,2,2,865,1,Kuala Lumpur,0,1,1
28 Boulevard,1600,Pandan Perdana,Apartment,1,1,1,450,2,Kuala Lumpur,1,1,1
The Holmes 2,2000,Cheras,Condominium,3,2,2,1010,2,Kuala Lumpur,1,0,1
Bennington residences,2300,Setapak,Condominium,3,2,2,1200,1,Kuala Lumpur,1,0,1
Platinum Lake PV 21,1200,Setapak,Service Residence,2,1,2,900,1,Kuala Lumpur,1,0,1
Pantai Panorama,1700,Pantai,Condominium,1,1,1,750,2,Kuala Lumpur,1,1,1
DANAU KOTA SUITES,2100,Setapak,Condominium,3,1,2,829,2,Kuala Lumpur,1,0,1
Sri Intan 2,1300,Jalan Ipoh,Condominium,3,1,2,1221,0,Kuala Lumpur,1,1,1
Platinum Lake PV 21,1600,Setapak,Service Residence,4,1,2,1325,1,Kuala Lumpur,1,0,1
Bennington Residences @ SkyArena,3100,Setapak,Condominium,4,3,3,1450,2,Kuala Lumpur,1,1,1
Danau Kota Suite,2100,Setapak,Condominium,3,1,2,829,2,Kuala Lumpur,1,0,1
Platinum Lake PV 21,1200,Setapak,Service Residence,2,1,2,900,0,Kuala Lumpur,1,0,1
Platinum Lake PV 21,1400,Setapak,Service Residence,3,1,2,1040,1,Kuala Lumpur,1,1,1
Ascenda Residences @ SkyArena Setapak,1600,Setapak,Condominium,3,2,2,908,1,Kuala Lumpur,0,0,1
Villa pavillion,1250,Bukit Jalil,Condominium,3,1,2,1000,1,Kuala Lumpur,0,1,1
Platinum Lake PV 21,1400,Setapak,Service Residence,2,1,2,900,1,Kuala Lumpur,0,0,1
Platinum Lake PV 21,1650,Setapak,Service Residence,2,1,2,1050,1,Kuala Lumpur,1,0,1
Residensi Harmoni 2 @ Bukit Prima Pelangi,1999,Segambut,Condominium,3,2,2,1200,1,Kuala Lumpur,1,1,1
The Holmes 2,1800,Cheras,Condominium,3,2,2,950,1,Kuala Lumpur,1,0,1
DANAU KOTA SUITES,1600,Setapak,Condominium,3,1,2,969,1,Kuala Lumpur,1,1,1
THE FENNEL AT SENTUL EAST,3400,Sentul,Condominium,3,3,3,1186,2,Kuala Lumpur,1,1,1
Danau Permai,2600,Taman Desa,Condominium,3,1,2,1010,2,Kuala Lumpur,0,1,1
Platinum Lake PV 21,1300,Setapak,Service Residence,2,1,2,900,1,Kuala Lumpur,1,0,1
Anyaman Residence,1700,Kuchai Lama,Condominium,3,1,2,935,2,Kuala Lumpur,1,1,1
Sri Putramas,1600,Jalan Kuching,Condominium,3,1,2,1100,2,Kuala Lumpur,0,1,1
Mizumi Residences,2000,Kepong,Service Residence,3,2,2,901,1,Kuala Lumpur,1,1,1
Sentul Village Mercury Service Apartment,1800,Sentul,Service Residence,3,1,2,1032,2,Kuala Lumpur,0,1,1
THE FENNEL AT SENTUL EAST,3400,Sentul,Condominium,3,2,2,1186,2,Kuala Lumpur,0,0,1
Putra Suria Residence,1200,Cheras,Condominium,3,1,2,750,1,Kuala Lumpur,1,1,1
Sentul Point Suite Apartment,1800,Sentul,Apartment,3,2,2,900,2,Kuala Lumpur,1,1,1
Season Garden Residence,1500,Wangsa Maju,Condominium,3,2,2,850,1,Kuala Lumpur,1,1,1
Residensi Suria Pantai,1400,Pantai,Apartment,3,1,2,810,1,Kuala Lumpur,1,1,1
Bangsar Puteri,2000,Bangsar,Condominium,2,1,1,1066,2,Kuala Lumpur,1,0,1
Dallas villa,1100,Pandan Perdana,Condominium,3,1,2,988,1,Kuala Lumpur,0,1,1
Infiniti 3 Residences,2000,Wangsa Maju,Service Residence,3,2,2,1280,1,Kuala Lumpur,0,0,1
Midfields 2,1600,Sungai Besi,Condominium,3,1,2,1100,1,Kuala Lumpur,1,0,1
The Chancellor Condominium,2000,Ampang,Condominium,3,1,2,1300,2,Kuala Lumpur,0,1,1
M City,1700,KL City,Service Residence,1,1,1,506,2,Kuala Lumpur,1,1,1
Parc 3,2000,Cheras,Service Residence,2,1,2,853,1,Kuala Lumpur,1,0,1
Ppiam bukit jalil,1300,Bukit Jalil,Apartment,3,1,2,1200,0,Kuala Lumpur,1,0,1
Sri TTDI,2100,Taman Tun Dr Ismail,Condominium,3,1,2,1050,1,Kuala Lumpur,0,0,1
Lavile,2999,Cheras,Service Residence,2,1,2,750,2,Kuala Lumpur,1,0,1
Lavile,2900,Cheras,Service Residence,2,1,2,750,2,Kuala Lumpur,1,0,1
Bintang Mas,1550,Cheras,Condominium,4,1,2,1307,1,Kuala Lumpur,1,0,1
Residensi Pandanmas 2,1000,Desa Pandan,Apartment,3,1,2,900,0,Kuala Lumpur,0,1,1
Emerald Hills,2000,Cheras,Condominium,3,2,2,840,1,Kuala Lumpur,0,0,1
Residensi Pandanmas 1,1500,Desa Pandan,Apartment,3,1,2,900,1,Kuala Lumpur,1,1,1
Sering Akasia,1500,Cheras,Condominium,4,2,3,1500,1,Kuala Lumpur,0,1,1
Titiwangsa Sentral,2000,Titiwangsa,Condominium,3,1,2,1100,2,Kuala Lumpur,1,0,1
Platinum OUG Residence,1600,Kuchai Lama,Condominium,3,2,3,1250,0,Kuala Lumpur,1,0,1
Perdana Puri,1200,Kepong,Condominium,3,1,2,950,1,Kuala Lumpur,0,0,1
Sri Intan 1,1500,Jalan Ipoh,Condominium,3,1,2,1188,2,Kuala Lumpur,1,1,1
PPA1M Metropolitan Kepong,1400,Kepong,Condominium,4,2,2,1200,1,Kuala Lumpur,0,1,1
Zeta Deskye Residence,1600,Jalan Ipoh,Condominium,3,2,2,1037,2,Kuala Lumpur,1,1,1
Metroview Condominium,1500,Setapak,Condominium,3,1,2,1150,2,Kuala Lumpur,1,1,1
Desa Aman Puri,1000,Kepong,Apartment,3,1,2,841,1,Kuala Lumpur,0,0,0
PPA1M Metropolitan Kepong,1600,Kepong,Condominium,5,2,2,1500,2,Kuala Lumpur,0,1,1
Perumahan Penjawat Awam 1 Malaysia (PPA1M) Bukit Jalil,1300,Bukit Jalil,Apartment,3,1,2,1300,1,Kuala Lumpur,1,1,1
Sky Awani Residensi,1550,Sentul,Condominium,3,1,2,900,1,Kuala Lumpur,1,1,1
Amaya Maluri,2200,Cheras,Service Residence,3,1,2,920,2,Kuala Lumpur,1,0,1
Seri Maya,1900,Setiawangsa,Condominium,3,1,2,1150,2,Kuala Lumpur,1,0,1
Dorsett Residences Sri Hartamas,2100,Sri Hartamas,Service Residence,1,1,1,560,2,Kuala Lumpur,0,1,1
The Andes Condo Villa @ Bukit Jalil,2300,Bukit Jalil,Condominium,4,2,3,1325,2,Kuala Lumpur,1,1,1
KL Traders Square condo,1600,Setapak,Condominium,4,2,2,1059,1,Kuala Lumpur,1,1,1
The Lumayan Apartment,1600,Cheras,Apartment,3,1,2,830,2,Kuala Lumpur,0,1,1
Platinum Hill PV 6,2100,Setapak,Condominium,4,1,2,1328,1,Kuala Lumpur,1,1,1
Sri Penara,900,Cheras,Apartment,3,1,2,650,0,Kuala Lumpur,1,1,1
Lavile,2700,Cheras,Service Residence,2,1,2,850,2,Kuala Lumpur,1,0,1
Platinum OUG Residence,1800,Kuchai Lama,Condominium,3,1,2,1200,2,Kuala Lumpur,0,0,1
Damai Hillpark,1700,Bandar Damai Perdana,Condominium,3,2,2,1070,1,Kuala Lumpur,0,1,1
M Centura,1050,Sentul,Condominium,2,1,1,646,0,Kuala Lumpur,1,0,1
THE FENNEL AT SENTUL EAST,3400,Sentul,Condominium,3,3,3,1184,2,Kuala Lumpur,1,1,1
PV9 Residences @ Taman Melati,2000,Setapak,Service Residence,4,2,2,1200,2,Kuala Lumpur,1,1,1
M Centura,1600,Sentul,Service Residence,3,2,2,850,1,Kuala Lumpur,1,1,1
Prisma Cheras,1350,Cheras,Condominium,1,1,1,717,2,Kuala Lumpur,1,0,1
Kiara Residence 2,2000,Bukit Jalil,Condominium,3,2,2,1370,1,Kuala Lumpur,1,0,1
KL Traders Square condo,1700,Setapak,Condominium,3,2,2,950,2,Kuala Lumpur,1,1,1
28 Dutamas,2500,Solaris Dutamas,Condominium,3,2,2,1250,1,Kuala Lumpur,0,0,1
Residency V,2200,Old Klang Road,Service Residence,3,2,2,909,2,Kuala Lumpur,0,0,1
Prisma Cheras,1600,Cheras,Condominium,2,1,2,1070,2,Kuala Lumpur,1,0,1
PV9 Residences @ Taman Melati,1500,Setapak,Service Residence,3,1,2,850,1,Kuala Lumpur,1,0,1
Pavilion Embassy,3700,KL City,Service Residence,2,1,2,1100,2,Kuala Lumpur,1,1,1
Serini Melawati,2000,Taman Melawati,Service Residence,2,2,2,836,2,Kuala Lumpur,0,1,1
KL Traders Square Residences,1700,Gombak,Service Residence,3,1,2,850,2,Kuala Lumpur,1,1,1
The Loft @ ZetaPark,2300,Setapak,Condominium,3,2,4,1300,2,Kuala Lumpur,1,1,1
PV9 Residences @ Taman Melati,1800,Setapak,Service Residence,4,2,2,1200,1,Kuala Lumpur,1,1,1
Prima Setapak,1400,Setapak,Condominium,3,1,2,1260,0,Kuala Lumpur,0,0,1
Residensi Pandanmas 2,1400,Desa Pandan,Apartment,3,1,2,900,0,Kuala Lumpur,0,1,1
Majestic Maxim,2100,Cheras,Service Residence,3,2,2,819,2,Kuala Lumpur,1,0,1
