prop_name,monthly_rent,location,property_type,rooms,parking,bathroom,size(sq.ft.),furnished,region,near_KTM-LRT,minimart availability,security availability
Amerin Residence,1500,Kajang,Service Residence,2,2,2,913,2,Selangor,0,0,1
B11 Parkland Residence,1300,Cheras,Condominium,1,1,1,550,2,Selangor,1,1,1
Suria Residence @ Bukit Jelutong,1800,Shah Alam,Service Residence,2,2,1,600,2,Selangor,0,1,1
Temasya 8,2500,Glenmarie,Service Residence,2,2,2,936,1,Selangor,0,1,1
Mutiara Ville @ Cyberjaya,1600,Cyberjaya,Condominium,3,2,2,995,2,Selangor,0,1,1
Liberty Arc @ Ampang Ukay,1400,Ampang,Condominium,1,1,1,450,2,Selangor,0,1,1
Horizon Suites,750,Dengkil,Service Residence,1,1,1,239,2,Selangor,0,0,1
B11 Parkland Residence,1600,Cheras,Service Residence,1,1,1,551,2,Selangor,1,1,1
Equine Residence,1800,Seri Kembangan,Service Residence,2,1,2,635,1,Selangor,1,0,1
The Zizz,1700,Damansara Damai,Service Residence,3,2,2,749,2,Selangor,0,1,1
Parkland Residence,1400,Cheras,Service Residence,2,1,2,704,1,Selangor,1,1,1
Trefoil,1050,Setia Alam,Service Residence,1,1,1,486,1,Selangor,0,1,1
Sfera Residency,1200,Seri Kembangan,Service Residence,3,2,2,996,1,Selangor,1,1,1
Sutramas Apartment,1100,Puchong,Apartment,3,1,2,850,1,Selangor,1,1,1
Aman Heights,1350,Seri Kembangan,Condominium,3,2,2,1245,2,Selangor,1,1,1
La Thea Residences,1900,Puchong,Condominium,3,2,2,970,2,Selangor,1,0,1
The Trees Damansara,1700,Damansara Perdana,Condominium,3,2,2,1025,0,Selangor,0,1,1
Suria Permai,1050,Seri Kembangan,Apartment,3,2,2,900,2,Selangor,1,1,1
Cyberia SmartHomes,1000,Cyberjaya,Condominium,3,1,2,1060,1,Selangor,0,1,1
Zefer Hill Residence,2200,Puchong,Condominium,3,2,2,1238,2,Selangor,1,0,1
Selayang 18,1800,Selayang,Service Residence,3,2,2,1017,2,Selangor,0,0,1
Cova Suites,1800,Petaling Jaya,Condominium,3,2,2,1030,1,Selangor,1,1,1
Kemuning Aman,1500,Shah Alam,Apartment,3,2,2,900,1,Selangor,0,0,1
Vista Lavender,1000,Puchong,Apartment,3,1,2,852,0,Selangor,1,0,1
Kita Impian,1400,Dengkil,Service Residence,3,2,2,901,2,Selangor,0,0,1
Trefoil,1300,Setia Alam,Service Residence,1,1,1,603,2,Selangor,1,1,1
Baiduri Courts (Bukit Puchong),1050,389,Apartment,3,1,2,800,2,Selangor,1,1,1
Tasik Heights Apartment,1300,Cheras,Apartment,3,1,2,870,2,Selangor,1,0,1
3 Elements,1350,Seri Kembangan,Service Residence,3,2,2,901,1,Selangor,1,1,1
Alanis @ Warisan Puteri,1250,Sepang,Condominium,3,2,2,830,1,Selangor,1,1,1
Le Pavillion,1650,Puchong,Condominium,3,2,2,1015,1,Selangor,1,1,1
Equine Residence,2400,Seri Kembangan,Service Residence,4,2,2,1230,2,Selangor,1,0,1
Zeva @ Equine South,1700,Seri Kembangan,Service Residence,2,2,2,933,2,Selangor,0,1,1
The Wharf Residence,1300,Puchong,Condominium,2,1,2,818,1,Selangor,0,1,1
Amerin Residence,2200,Kajang,Service Residence,3,2,2,980,2,Selangor,1,1,1
One Selayang,850,Gombak,Apartment,3,1,2,850,1,Selangor,1,0,1
The Arc @ Cyberjaya,1400,Cyberjaya,Service Residence,3,1,2,946,2,Selangor,1,1,1
Paramount Utropolis,1500,Shah Alam,Service Residence,1,1,1,425,2,Selangor,0,0,1
Rista Villa Apartment,850,Puchong,Apartment,3,2,1,606,2,Selangor,0,0,1
Paramount Utropolis,1500,Shah Alam,Service Residence,1,1,1,425,2,Selangor,0,0,1
Palm Spring @ Damansara,1700,Kota Damansara,Condominium,3,1,2,1200,1,Selangor,0,1,1
Kiara Plaza,850,Semenyih,Condominium,1,1,1,567,1,Selangor,0,0,1
Pangsapuri Salvia,1400,Kota Damansara,Condominium,3,1,2,900,1,Selangor,0,0,1
Mahkota Garden Residence Condominium,1950,Bandar Mahkota Cheras,Condominium,4,1,2,1400,2,Selangor,0,1,1
Edusphere,2000,Cyberjaya,Apartment,2,2,2,780,1,Selangor,0,0,1
Pangsapuri Seri Pulai,700,Puchong,Apartment,3,1,2,650,0,Selangor,1,0,0
Traders Garden @ Cheras Selatan,2500,Cheras,Service Residence,4,2,2,850,2,Selangor,1,1,1
Paloma @ Tropicana Metropark,2400,Subang Jaya,Service Residence,2,2,2,916,2,Selangor,0,1,1
Astetica Residences,1500,Seri Kembangan,Service Residence,2,1,2,748,1,Selangor,1,1,1
Unipark Condominium,1300,Kajang,Condominium,3,1,2,1088,2,Selangor,0,1,1
Suria (Dengkil),700,Dengkil,Condominium,1,1,1,450,0,Selangor,0,1,1
Garden Park,750,Kajang,Condominium,3,1,2,857,1,Selangor,1,1,1
Lagoon Perdana,900,Petaling Jaya,Apartment,3,1,2,852,0,Selangor,0,0,1
i-Residence @ i-City,2200,Shah Alam,Service Residence,4,2,3,1352,1,Selangor,1,0,1
Suria Jaya,900,Shah Alam,Apartment,1,1,2,430,1,Selangor,1,1,1
Baiduri Courts (Bukit Puchong),1000,389,Apartment,3,1,2,774,2,Selangor,0,0,1
Lagoon Suites,1500,Shah Alam,Condominium,2,2,2,900,2,Selangor,0,0,1
I Residence @ Kota Damansara,2500,Kota Damansara,Condominium,3,2,2,1260,2,Selangor,1,1,1
Cheras Perdana Ria Apartment,900,Cheras,Apartment,3,1,2,800,1,Selangor,1,1,1
Impiria Residensi Bukit Tinggi Klang,1800,Klang,Service Residence,2,2,2,855,2,Selangor,0,1,1
Shang Villa,2000,Kelana Jaya,Condominium,4,1,2,1295,1,Selangor,0,1,1
Springville Residence,1798,Seri Kembangan,Condominium,3,2,2,1044,2,Selangor,1,0,1
Pangsapuri Seri Indah,650,Seri Kembangan,Apartment,3,3,2,650,0,Selangor,1,1,1
saujana apartment,700,Damansara Damai,Apartment,3,1,2,700,1,Selangor,1,1,1
Lagoon Perdana,950,Petaling Jaya,Apartment,3,1,2,852,1,Selangor,0,0,1
Pangsapuri Mutiara Subang,850,Shah Alam,Condominium,3,1,2,800,1,Selangor,0,0,1
Mutiara Ville @ Cyberjaya,900,Cyberjaya,Other,1,1,1,560,1,Selangor,0,1,1
Sky Awani Residensi 2,1700,Batu Caves,Condominium,3,1,2,850,1,Selangor,0,1,1
Amara Service Residences,1500,Batu Caves,Service Residence,3,2,2,1012,2,Selangor,1,1,1
Pangsapuri Damai,1600,Shah Alam,Apartment,3,3,2,1076,2,Selangor,1,1,1
PJS One Apartments,999,Petaling Jaya,Apartment,3,1,2,1016,0,Selangor,1,1,1
D'Cahaya Apartment,1200,Puchong,Apartment,3,1,2,950,1,Selangor,0,1,1
Hillpark Residence,1200,Semenyih,Service Residence,2,2,1,823,1,Selangor,0,1,1
Pangsapuri Harmoni,1200,Semenyih,Apartment,3,2,2,900,2,Selangor,0,0,1
University Tower,2500,Petaling Jaya,Condominium,3,1,3,1400,1,Selangor,0,1,1
South View @ One Ampang Avenue,1800,Ampang,Condominium,3,1,2,1060,2,Selangor,1,1,1
Akasa Cheras South,2200,Seri Kembangan,Service Residence,4,2,2,1155,1,Selangor,0,0,1
Landmark Residence,1900,Kajang,Service Residence,3,2,2,1163,2,Selangor,0,1,1
Greenview Residence,1100,Kajang,Condominium,3,1,2,1100,1,Selangor,0,0,1
Flora Damansara,850,Damansara Perdana,Condominium,3,1,2,750,2,Selangor,1,1,1
Urban 360,1200,Gombak,Service Residence,1,1,1,511,0,Selangor,0,1,1
Menara Impian,1500,Ampang,Condominium,1,1,1,700,2,Selangor,1,0,1
Shaftsbury Residence,950,Cyberjaya,Condominium,1,1,1,456,1,Selangor,0,1,0
Bell Suites,1300,Sepang,Condominium,1,1,1,450,2,Selangor,1,1,1
Hillcrest Garden: Puchong City Centre (PCC),2400,Puchong,Apartment,3,2,2,1011,1,Selangor,0,0,1
D'Aman Residences,1100,Puchong,Condominium,3,2,2,1076,1,Selangor,1,1,1
The Trees Damansara,2000,Damansara Perdana,Condominium,3,1,2,849,1,Selangor,0,1,1
Parkland Residence,1600,Cheras,Service Residence,2,1,2,704,1,Selangor,1,0,1
Mahkota Garden Residence Condominium,2000,Bandar Mahkota Cheras,Condominium,4,2,3,1400,2,Selangor,0,1,1
"Selangorku PR1MA Lakefront Homes , Cyberjaya",1500,Cyberjaya,Apartment,3,2,2,950,1,Selangor,0,1,1
Galleria Equine Park,1500,Seri Kembangan,Service Residence,3,2,2,890,1,Selangor,1,1,1
Boulevard Residence,2300,Petaling Jaya,Condominium,3,2,2,1100,1,Selangor,1,0,1
Serdang Skyvillas,1200,Seri Kembangan,Apartment,3,1,2,960,2,Selangor,1,1,1
Taman Sri Murni Fasa 1,900,Selayang,Apartment,3,2,2,800,1,Selangor,0,1,1
Mahkota Garden Residence Condominium,1600,Bandar Mahkota Cheras,Condominium,4,2,3,1398,1,Selangor,0,0,0
Amara Service Residences,1200,Batu Caves,Service Residence,3,2,2,1052,1,Selangor,1,1,1
The Zizz,2000,Damansara Damai,Service Residence,3,2,2,749,2,Selangor,1,0,1
Selayang Point,1600,Selayang,Condominium,3,1,2,1011,1,Selangor,1,1,1
LBS Skylake Residence,2000,Puchong,Service Residence,2,2,2,883,2,Selangor,1,1,1
Taman Putra Perdana,780,Puchong,Apartment,3,1,2,800,0,Selangor,0,0,1
Plaza Indah,900,Kajang,Apartment,3,1,2,916,1,Selangor,1,0,1
Symphony Residence II @ Semenyih,1350,Kajang,Service Residence,3,2,2,990,2,Selangor,1,1,1
Menara U2,1600,Shah Alam,Service Residence,2,1,1,527,2,Selangor,1,1,1
Menara U2,1600,Shah Alam,Service Residence,2,1,1,527,2,Selangor,1,1,1
The Azure Residences,2500,Petaling Jaya,Service Residence,2,2,1,780,2,Selangor,0,1,1
Harmoni Apartment,530,Damansara Damai,Apartment,3,1,2,650,1,Selangor,1,1,0
Selayang Point,1600,Selayang,Condominium,3,1,2,1011,2,Selangor,0,1,1
Simfoni 1,1000,Semenyih,Condominium,3,2,2,990,1,Selangor,0,0,1
Kenwingston Square Garden,1200,Cyberjaya,Service Residence,1,1,1,450,2,Selangor,1,0,1
Third Avenue,1800,Cyberjaya,Apartment,2,2,2,780,2,Selangor,0,1,1
The Zizz,1850,Damansara Damai,Service Residence,3,2,2,811,2,Selangor,1,0,1
Oasis 1 @ Mutiara Heights,950,Kajang,Condominium,3,2,1,1250,1,Selangor,1,0,1
Ivory Residence,900,Kajang,Condominium,3,2,2,1288,1,Selangor,1,0,1
Pangsapuri Seri Bintang,1000,Shah Alam,Apartment,3,1,2,750,2,Selangor,0,0,1
Anggerik 2,900,Semenyih,Apartment,3,1,2,1152,1,Selangor,1,1,1
Anggerik Villa 2 Apartment,900,Kajang,Apartment,3,1,2,1050,1,Selangor,1,1,1
Seroja Apartment (Putra Perdana),1000,Puchong,Apartment,3,1,2,645,2,Selangor,0,0,1
B11 Parkland Residence,1400,Cheras,Service Residence,2,1,2,704,1,Selangor,1,1,1
Residensi Idaman Abadi Fasa 1&2,1200,Kajang,Condominium,3,2,2,1022,1,Selangor,1,1,1
Renai Jelutong Residences,2300,Bukit Jelutong,Condominium,3,2,2,1200,1,Selangor,0,1,1
Le Pavillion,1700,Puchong,Service Residence,3,2,2,990,1,Selangor,1,1,1
The Wharf (Puchong),1100,Puchong,Service Residence,2,1,2,850,1,Selangor,1,0,1
PJ Midtown,2700,Petaling Jaya,Service Residence,2,2,2,915,2,Selangor,0,0,1
Daisy Apartment Taman Kinrara Seksyen 2,950,Puchong,Apartment,2,1,2,800,1,Selangor,1,0,1
Kelana D'Putera,2000,Petaling Jaya,Condominium,3,1,2,1200,2,Selangor,0,1,1
De Centrum Residences,1800,Kajang,Service Residence,3,1,2,1022,2,Selangor,1,1,1
Tamarind Suites @ Cyberjaya,1300,Cyberjaya,Other,1,1,1,500,2,Selangor,0,0,1
Desa Impiana,1500,Puchong,Apartment,3,1,2,1068,2,Selangor,0,1,1
Vertex Tower @ CyberSquare,1299,Cyberjaya,Service Residence,2,2,2,500,0,Selangor,1,1,1
The Wharf Residence,1200,Puchong,Service Residence,2,1,2,878,1,Selangor,1,0,1
Kenwingston Square Garden,1199,Cyberjaya,Service Residence,1,1,1,500,2,Selangor,1,1,1
Maisson Ara Damansara,1350,Ara Damansara,Service Residence,1,1,1,500,1,Selangor,1,1,1
Juta Mines,1000,Seri Kembangan,Condominium,3,1,2,901,1,Selangor,1,1,1
GAIA Residences,1400,Rawang,Apartment,2,2,1,640,1,Selangor,1,1,1
"Empire City, Colonial Loft",1500,Petaling Jaya,Other,1,2,2,950,2,Selangor,1,1,1
Lakefront Homes @ Cyberjaya,1300,Cyberjaya,Condominium,3,2,2,1010,0,Selangor,0,1,1
The Zizz,2000,Damansara Damai,Service Residence,3,2,2,749,2,Selangor,1,1,1
The Olive,1400,Sepang,Condominium,3,2,2,818,2,Selangor,0,0,1
Ridzuan Condominium,1200,Bandar Sunway,Condominium,3,1,2,1192,0,Selangor,0,1,1
Vertex Tower @ CyberSquare,1099,Cyberjaya,Service Residence,1,1,1,500,2,Selangor,1,1,1
B11 Parkland Residence,1500,Cheras,Service Residence,1,1,1,551,2,Selangor,1,1,1
Hyve,1050,Cyberjaya,Condominium,1,1,1,500,2,Selangor,1,1,1
The Square SOHO @ One City USJ 25,1800,Subang Jaya,Service Residence,2,1,2,742,2,Selangor,1,0,1
Impian Apartment,700,Damansara Damai,Apartment,3,1,2,850,0,Selangor,1,1,1
Residensi Medan,1300,Petaling Jaya,Apartment,3,2,2,850,1,Selangor,0,0,1
Sri Putra II Apartment,700,Sungai Buloh,Apartment,3,1,2,650,1,Selangor,0,0,0
Harmoni @ Eco Majestic,760,Semenyih,Apartment,3,2,2,900,0,Selangor,0,0,1
Sri Sentosa AC4 Block E,1000,Petaling Jaya,Apartment,3,1,2,850,1,Selangor,0,1,1
Alanis @ Warisan Puteri,1400,Sepang,Service Residence,3,2,2,807,1,Selangor,0,1,1
O2 City,1499,Puchong South,Service Residence,2,2,2,1260,2,Selangor,1,1,1
Trefoil,1100,Setia Alam,Service Residence,1,1,1,485,1,Selangor,0,0,1
Aster Residence Cheras,2800,360,Condominium,3,2,2,850,2,Selangor,1,1,1
The Wharf Residence,1300,Puchong,Condominium,3,1,2,818,1,Selangor,0,0,1
Vista Alam Serviced Apartment,2300,Shah Alam,Condominium,3,1,2,1123,0,Selangor,1,1,1
Red Ruby Apartment,950,Seri Kembangan,Apartment,3,1,2,850,0,Selangor,0,1,0
Le Pavillion,1850,Puchong,Service Residence,3,2,2,990,1,Selangor,1,1,1
Suria Damansara,1500,Petaling Jaya,Condominium,3,2,2,1100,2,Selangor,1,1,1
1 Harmonis,1500,Gombak,Condominium,3,1,2,1338,0,Selangor,1,1,1
Taman Bukit Cheras,700,Cheras,Apartment,2,1,1,600,1,Selangor,1,0,1
Landmark Residence,1900,Kajang,Service Residence,3,2,2,1163,2,Selangor,0,1,1
Centrestage Designer Suite,1150,Petaling Jaya,Other,1,1,1,301,1,Selangor,0,1,1
Andana @ D' Alpinia,1488,389,Condominium,3,2,2,1690,1,Selangor,0,1,1
Springville Residence,1799,Seri Kembangan,Condominium,3,2,2,1060,2,Selangor,0,0,1
Springville Residence,1499,Seri Kembangan,Condominium,3,2,2,1060,1,Selangor,1,0,1
Trefoil,1300,Setia Alam,Other,1,1,1,488,2,Selangor,0,1,1
Nouvo @ 3element,1399,Puchong South,Service Residence,3,2,2,1018,1,Selangor,1,0,1
Aster Residence Cheras,2550,360,Condominium,2,1,2,650,2,Selangor,1,0,1
Eve Suite,2000,Ara Damansara,Service Residence,1,1,1,680,2,Selangor,1,0,1
Vista Harmoni,1100,Cheras,Apartment,3,1,2,872,1,Selangor,1,0,1
I Residence @ Kota Damansara,2400,Kota Damansara,Service Residence,3,2,2,1260,2,Selangor,1,0,1
Aster Residence Cheras,1600,360,Condominium,2,2,2,650,1,Selangor,1,0,1
Sri Alam,1450,Shah Alam,Condominium,3,1,2,1250,1,Selangor,0,1,1
Hillpark Residence,1300,Semenyih,Service Residence,3,2,2,823,1,Selangor,0,0,1
I Residence @ Kota Damansara,2500,Kota Damansara,Service Residence,3,2,2,1255,2,Selangor,1,1,1
Sri Acappella Serviced Apartments,1700,Shah Alam,Service Residence,2,1,2,945,1,Selangor,0,1,1
Apartment Permai (Damansara Damai),850,Damansara Damai,Apartment,3,1,2,700,1,Selangor,1,1,1
Ascotte Boulevard,850,Semenyih,Service Residence,3,2,2,1100,0,Selangor,0,0,1
1 Harmonis,1400,Gombak,Condominium,3,1,2,1338,1,Selangor,1,0,1
City Garden Palm Villa,1500,Ampang,Condominium,3,1,2,1200,1,Selangor,1,1,1
Seri Baiduri (Setia Alam),1800,Setia Alam,Apartment,3,2,2,920,2,Selangor,1,1,1
The Heritage,1350,Seri Kembangan,Service Residence,1,1,1,480,2,Selangor,1,1,1
Tasik Heights Apartment,1080,Cheras,Apartment,3,1,2,850,0,Selangor,1,1,1
Ten Kinrara,1800,Bandar Kinrara,Service Residence,2,2,2,861,1,Selangor,1,0,1
Park Avenue (Damansara Damai),1400,Damansara Damai,Service Residence,3,2,2,1050,0,Selangor,1,1,1
Pinnacle (Petaling Jaya),2100,Petaling Jaya,Condominium,3,2,3,855,1,Selangor,1,1,1
Pinnacle (Petaling Jaya),1650,Petaling Jaya,Condominium,2,1,2,709,1,Selangor,1,1,1
The Wharf (Puchong),1300,Puchong,Service Residence,2,1,2,818,1,Selangor,1,0,1
La Thea Residences,1800,Puchong,Condominium,3,2,2,970,1,Selangor,1,0,1
Sri Alam,1800,Shah Alam,Condominium,4,1,2,1400,2,Selangor,0,1,1
Pangsapuri Resak,1000,Shah Alam,Apartment,3,1,2,850,1,Selangor,0,0,1
Ria Prima,750,Kajang,Apartment,3,1,2,850,0,Selangor,0,0,1
Pangsapuri Sri Alpinia,800,Puchong,Apartment,3,1,2,800,0,Selangor,0,0,1
Pearl Avenue,1300,Kajang,Condominium,3,2,2,1101,1,Selangor,0,0,1
Unipark Condominium,1500,Kajang,Condominium,4,1,4,1290,1,Selangor,0,0,1
Cyberia Crescent 2,1400,Cyberjaya,Condominium,3,2,2,1050,2,Selangor,1,1,1
The Heritage,2100,Seri Kembangan,Service Residence,2,1,2,996,2,Selangor,1,1,1
The Heritage,3000,Seri Kembangan,Service Residence,3,1,3,1500,2,Selangor,1,1,1
Amara Service Residences,1500,Batu Caves,Service Residence,3,2,2,1012,2,Selangor,1,1,1
Astana Alam Apartment 3,650,Puncak Alam,Apartment,3,1,2,720,0,Selangor,0,0,1
Templer Impian,1500,Rawang,Condominium,3,1,3,1500,2,Selangor,0,1,1
Bayu Puteri,1250,Petaling Jaya,Apartment,3,1,2,850,1,Selangor,0,1,1
Mutiara Residence,1300,Seri Kembangan,Service Residence,3,2,2,750,2,Selangor,0,0,1
Metia Residence,1300,Shah Alam,Service Residence,2,2,2,850,0,Selangor,0,1,1
Evergreen Park,1500,Cheras,Condominium,3,2,2,1184,2,Selangor,0,1,1
Maisson Ara Damansara,2800,Ara Damansara,Service Residence,3,1,2,1020,2,Selangor,1,1,1
Baiduri Courts (Bukit Puchong),1200,Alam Impian,Apartment,3,1,2,774,2,Selangor,1,1,1
Pangsapuri Kempas,1000,Cheras,Apartment,3,1,2,800,1,Selangor,0,0,1
Amerin Residence,1600,Kajang,Service Residence,2,2,2,913,2,Selangor,0,0,1
Landmark Residence,1300,Kajang,Service Residence,1,1,1,518,2,Selangor,0,1,1
Tasik Heights Apartment,1300,Cheras,Apartment,3,1,2,850,1,Selangor,1,0,1
Bell Suites,1500,Sepang,Condominium,1,1,1,450,2,Selangor,1,1,1
Jaya One Residences,2800,Petaling Jaya,Service Residence,3,2,2,1050,2,Selangor,0,1,1
Tasik Heights Apartment,1400,Cheras,Apartment,3,1,2,850,2,Selangor,0,1,1
Equine Residence,1600,Seri Kembangan,Condominium,3,2,2,872,2,Selangor,1,1,1
Arte Plus Jalan Ampang,2000,639,Service Residence,2,1,2,790,2,Selangor,1,1,1
Desa Saujana,850,Seri Kembangan,Apartment,3,1,2,850,2,Selangor,0,0,1
Vista Impiana,950,Seri Kembangan,Apartment,3,1,2,850,1,Selangor,1,1,1
Hyve,1200,Cyberjaya,Condominium,1,1,1,450,2,Selangor,0,1,1
Aster Residence Cheras,2700,360,Condominium,3,2,2,810,2,Selangor,0,1,1
B11 Parkland Residence,1099,Cheras,Service Residence,1,1,1,550,0,Selangor,1,1,1
Suria Jelutong,2300,Shah Alam,Service Residence,3,3,2,1700,2,Selangor,0,1,1
The Wharf (Puchong),1250,Puchong,Condominium,2,1,2,835,1,Selangor,0,1,1
Lakefront Homes @ Cyberjaya,1650,Cyberjaya,Condominium,3,2,2,1030,2,Selangor,1,1,1
E-Mas Villa,900,Sepang,Apartment,3,1,2,1000,1,Selangor,0,0,0
Rosana Villa Apartment,700,Puchong,Apartment,3,2,2,700,0,Selangor,0,0,1
Mahkota Garden Residence Condominium,2000,Bandar Mahkota Cheras,Condominium,4,2,3,1098,2,Selangor,0,1,1
Apartment Putra 1,1600,Kajang,Apartment,3,2,2,854,2,Selangor,1,1,1
Suria Permai,900,Seri Kembangan,Apartment,3,1,2,850,1,Selangor,0,1,1
Lagoon Suites,1500,Shah Alam,Condominium,2,2,2,900,1,Selangor,0,0,1
Sri Camellia (Sepakat Indah),1050,Kajang,Apartment,3,2,2,1206,2,Selangor,0,1,1
Pangsapuri Subang Suria,1000,Shah Alam,Apartment,3,1,2,970,1,Selangor,0,1,1
AraGreens Residences,2300,Ara Damansara,Condominium,2,2,2,1129,1,Selangor,0,1,1
Koi Kinrara,1600,Puchong,Condominium,3,2,2,1221,1,Selangor,1,1,1
Apartment Putra 1,1500,Kajang,Apartment,3,2,2,1040,2,Selangor,1,1,1
E Suite-Designer Suites @ Emerald Avenue,1800,Selayang,Service Residence,2,1,2,1021,2,Selangor,0,1,1
"Paisley @ Tropicana Metropark, Subang Jaya",1499,Shah Alam,Service Residence,1,1,1,646,1,Selangor,1,1,1
USJ One (You One),1699,Subang Jaya,Condominium,1,1,1,685,2,Selangor,1,1,1
Lakefront Homes @ Cyberjaya,1600,Cyberjaya,Condominium,3,2,2,1040,2,Selangor,0,1,1
Bayu Puteri,1250,Petaling Jaya,Apartment,3,1,2,850,1,Selangor,1,1,1
Langat Jaya,950,Cheras,Condominium,3,1,2,936,0,Selangor,1,1,1
Sri Wira Apartment,1300,Ampang,Apartment,3,1,2,900,2,Selangor,0,0,1
One Damansara,1450,Petaling Jaya,Condominium,3,2,2,1000,1,Selangor,1,0,1
Daisy Apartment Taman Kinrara Seksyen 2,1000,Puchong,Apartment,2,1,2,786,1,Selangor,1,0,1
Angsana Apartment (Cheras),900,Cheras,Condominium,3,1,2,900,1,Selangor,0,1,0
Ridzuan Condominium,1500,Bandar Sunway,Condominium,3,1,2,1192,2,Selangor,0,1,1
Baiduri Courts (Bukit Puchong),1200,389,Apartment,3,1,2,950,2,Selangor,0,1,1
Liberty Arc @ Ampang Ukay,1300,Ampang,Condominium,1,1,1,450,1,Selangor,0,0,0
Sri Alam,2000,Shah Alam,Condominium,2,1,2,1243,2,Selangor,0,1,1
Desa Impiana,1800,Puchong,Apartment,4,2,3,1890,1,Selangor,1,1,1
Casa Dahlia,900,Sepang,Apartment,3,3,2,900,0,Selangor,0,0,1
i-Soho @ i-City,1200,Shah Alam,Condominium,1,1,1,500,2,Selangor,1,1,1
YOU Vista @ YOU City Cheras,2300,Cheras,Service Residence,3,2,3,1278,2,Selangor,0,0,1
Le Jardin Deluxe,1400,Cheras,Condominium,3,1,2,1200,1,Selangor,0,0,1
Rista Villa Apartment,750,Puchong,Apartment,3,1,1,650,1,Selangor,1,0,1
North Point @ One Ampang Avenue,1900,Ampang,Condominium,4,1,3,1400,2,Selangor,0,0,1
Ridzuan Condominium,1200,Bandar Sunway,Condominium,3,1,2,1192,0,Selangor,0,1,1
Ameera Residence,1300,Kajang,Condominium,3,2,2,1270,1,Selangor,0,0,1
Akasia Apartment (Puchong),1000,Puchong,Apartment,3,1,2,800,1,Selangor,1,0,0
Centrestage Designer Suite,1200,Petaling Jaya,Service Residence,1,1,1,301,2,Selangor,1,0,1
Red Ruby Apartment,850,Seri Kembangan,Apartment,3,1,2,850,0,Selangor,1,1,1
Calisa Residences,1100,Puchong,Service Residence,3,1,2,989,0,Selangor,0,0,1
Centrestage Designer Suite,1500,Petaling Jaya,Service Residence,1,1,1,452,2,Selangor,0,0,1
Pangsapuri Carlina,1350,Kota Damansara,Apartment,3,1,2,850,2,Selangor,0,0,1
D'Camellia @ Setia Ecohill,850,Kajang,Condominium,3,2,2,820,0,Selangor,0,1,1
Vista Bangi,1650,Kajang,Condominium,3,2,2,860,1,Selangor,1,1,1
D'Sara Sentral Serviced Residence,1800,Sungai Buloh,Service Residence,2,1,1,809,2,Selangor,1,0,1
Urban 360,1150,Gombak,Service Residence,1,1,1,511,1,Selangor,0,1,1
Vega Residensi,1000,Cyberjaya,Service Residence,3,1,1,535,2,Selangor,0,1,1
Pangsapuri Kempas,800,Cheras,Apartment,3,1,2,753,2,Selangor,1,1,1
Amani Residences,1450,Puchong,Service Residence,2,2,2,750,1,Selangor,0,0,1
Menara U,1400,Shah Alam,Condominium,1,1,1,527,1,Selangor,1,1,1
Orkid apartment (Ampang),1300,Ampang,Apartment,3,1,2,850,1,Selangor,0,1,1
Oasis 1 @ Mutiara Heights,1600,Kajang,Condominium,3,2,2,1830,1,Selangor,0,1,1
Domain 5 Apartment,1350,Cyberjaya,Service Residence,2,1,3,570,2,Selangor,0,1,1
Pesona Apartment,1200,Kajang,Apartment,3,1,2,990,2,Selangor,0,0,1
saujana apartment,700,Damansara Damai,Apartment,3,1,2,700,1,Selangor,1,1,1
Gravit8,1200,Port Klang,Service Residence,3,2,2,893,1,Selangor,0,1,1
Hillpark Residence,1200,Semenyih,Service Residence,3,2,2,1000,0,Selangor,0,1,1
Ridzuan Condominium,1500,Bandar Sunway,Condominium,3,1,2,1192,1,Selangor,0,1,1
Residensi Zamrud,1100,Kajang,Condominium,3,2,2,1023,1,Selangor,1,1,1
Seri Mutiara Apartment @ Setia Alam,1100,Setia Alam,Apartment,3,2,2,950,1,Selangor,0,0,1
The Olive,1400,Sepang,Condominium,3,2,2,818,2,Selangor,0,0,1
LBS Skylake Residence,1900,Puchong,Service Residence,3,2,2,1249,1,Selangor,0,0,1
Ivory Residence,1050,Kajang,Condominium,3,2,2,1255,1,Selangor,0,0,1
Pangsapuri Sri Angkasa,1000,Shah Alam,Apartment,2,1,1,688,0,Selangor,1,1,1
Vista Pinggiran,1200,Seri Kembangan,Apartment,3,1,2,815,1,Selangor,1,1,1
Lakes Condominiums / Pangsapuri Tasik,1700,Shah Alam,Condominium,3,2,2,1500,2,Selangor,0,0,1
Utropolis Serviced Apartment 1,1250,Glenmarie,Apartment,1,1,1,499,2,Selangor,0,0,1
Taman Lembah Maju 600 Apartment,1300,Ampang,Apartment,3,1,2,1000,2,Selangor,0,1,1
Kita Impian,1000,Dengkil,Service Residence,3,1,2,901,0,Selangor,0,0,1
The Domain @ NeoCyber,950,Cyberjaya,Condominium,2,1,1,450,2,Selangor,0,1,1
Plaza Azalea,1750,Shah Alam,Service Residence,1,2,2,775,2,Selangor,0,0,1
Pacific Place,1800,Ara Damansara,Service Residence,3,1,2,933,1,Selangor,1,0,1
